userName,score,content,at
Asmuni As,5,boleh boleh gayanya ini,2026-02-18 00:49:06
Kota Langsa,3,bagus,2026-02-18 00:48:28
Oppo Hitam,3,kenapa akun tiktok saya sekarang tidak bisa menggunakan tiktok shop padahal saya tidak pernah melanggar aturan dan alasan nya karena usia padahal usia saya udah lewat dari 18 tahun,2026-02-18 00:44:25
angel lika,5,TOLONG DONG ADAIN PIN CHAT LAGI😭🙏🏻,2026-02-18 00:38:54
Yosua Dipo,5,penghibur yg setia🤩🤩🤩🤩🤩,2026-02-18 00:37:47
Pitrah Botbanget,5,puwenak ngilang i gsbut,2026-02-18 00:35:53
Fitri Ramadhani,2,bagus sih cuman sekarang ada kesalahan gatau kenapa padahal wifinya ga ngelag gabisa nengok komen dan video private,2026-02-18 00:34:01
Dava ramdani Ramdani ar,5,pokonyh mantap,2026-02-18 00:29:36
Susanti Susanti,2,template hilang musik nya juga berkurang punya ku doang apa yang lain juga?,2026-02-18 00:24:00
rizal Umami,5,Sangat bagus dan bermanfaat,2026-02-18 00:17:44
"zut,me",3,"kasih filtur privasi setatus yang bisa memilih 1 akun atau lebih, jgn filtur privasi yang hanya teman yang bisa melihat",2026-02-18 00:17:37
Agus Madiun,5,"ni aplikasi bagus tapi tolong lah kalau nge kompres video jangan terlalu banyak dari yang awalnya hd 2K 60fps jadi 480p 30fps itu udah parah banget buriknya, alhasil jadi gak mood mau bikin konten lagi",2026-02-18 00:14:32
Teguh Perkasa,3,mohon diperbaiki karna sering keluar tiba2 ketika sedang live🙏🙏🙏,2026-02-18 00:14:11
Ulul Faris,5,bagus,2026-02-18 00:05:40
Yus Yos,1,setelah update ko stiap nonton vidio selalu ngelag. dikira jaringan wifi gua gangguan. tpi baca komen dll bisa. vidionya aja ngelag. soalnya bukan skali 2x. stiap lgi scroll dan ada vidio yg kita tonton kadang ngelag !,2026-02-18 00:05:39
Hoiril Sahbilly Siregar,5,baguss buatt hiburan sayaaa biarr engakk bosenn dann buatt galau jugaa bisaaa,2026-02-18 00:00:56
Satria Ramadhan,5,apk sangat bgus tpi knp akunku pay latter nya g bs d buka kemarin masalah ny aq salah ketik dana juga gk balik mu bayar gak bs tolong saya,2026-02-18 00:00:53
siti mariyam,5,ok,2026-02-17 23:58:44
Izam Purnawan,1,"Bisa""nya iklan Judi Online bisa masuk apk tetrend gini masih bisa dirayu iklan slot judi online",2026-02-17 23:58:40
Derilia,5,sangat bagus untuk orang berapresiasi dan berkreasi dengan fitur fitur yang sangat membantu dan bisa menghasilkan uang jutaan rupiah. semogah ke depan nya lebih baik lagi dan bisa jadi no satu aplikasi penghasilan uang.,2026-02-17 23:56:11
Mas Den,5,mudah digunakan,2026-02-17 23:52:03
Ridwan Ihwan,1,"tiktok 2026 makin gak jelas, jualan nampilkan barang masih aja kena pl,dan pnonton jdi sepi klo sdah kna pl",2026-02-17 23:50:08
Catur Kurniawan,5,bagussss,2026-02-17 23:49:32
MLWEW,1,aplikasi isinya 99% iklan,2026-02-17 23:45:25
Cocol doang,5,bagus,2026-02-17 23:41:44
Sunar Sunar,3,sering kena batas usia gk bisa di buat DM tolong dong tiktok,2026-02-17 23:41:28
Muhammad Fajar,1,"makin lama makin engga jelas akun udh masuk terus keluar lgiii hadeuh lama""gua beli nih tiktok",2026-02-17 23:41:27
FIFRIAN SYAH EDY,5,luar biasa,2026-02-17 23:40:21
Maulana Ilham,1,"jadi ga bisa Download apk nya sebelum nya bisa,tapi ini tiba' gabisa",2026-02-17 23:39:12
Alenta Nda,1,sedih bgt gabisa kirim pesan dan nerima pesan karna batasan usia padahal gasengaja nyebut umur yang cuman bercanda aja tadinya,2026-02-17 23:35:41
Tiara Qilaa,5,aplikasi nya sdh bagus tpi makin lama makin lelet di pakai,2026-02-17 23:32:57
Mega Truck,1,aplikasi nya mohon diperbaiki lagi banyak bug kadang macet ngecrash parah sangat berat,2026-02-17 23:32:57
Rofik Gunawirawan,5,mantep 👍👍,2026-02-17 23:31:04
Meky Akse,5,sangat untung,2026-02-17 23:29:11
FaraQueen,5,Good app. Bisa dapatkan penghasilan dari aplikasi ini.,2026-02-17 23:28:55
andi ganzz,5,minn kok tiktok shop aku gada koin potongan harga,2026-02-17 23:28:27
Maryahh 123,5,sangat bagus,2026-02-17 23:25:10
Andayani Affandi,5,nice,2026-02-17 23:22:59
Noval Maulana,1,"saya kasih bintang satu karena akun saya tiba-tiba kena ban permanen, padahal saya tidak melakukan apa-apa",2026-02-17 23:22:57
marwah suryadi,5,"ya, ok, bagus",2026-02-17 23:13:50
Hengki Wanda,5,okeee,2026-02-17 23:13:20
Eren Nazilla,2,"belanja di tiktok shop lama banget pengirimannya, kurir di chat sok ngartis, berkali-kali laporan tetap aja lama progresnya, pesanan gak diantar antar, csnya juga jawabannya template, statusnya udah diterima tapi barangnya gak sampai",2026-02-17 23:12:27
yumi,1,kenapa pembagian fiturnya gak adil?!,2026-02-17 23:11:23
Perintis Story,5,kre and mantap,2026-02-17 23:10:36
Agung Santoso,5,aplikasinya bgus,2026-02-17 23:10:27
Rayyan rayyan,5,"sangat menyenangkan bagi saya bisa mengisi waktu luang dengan video bermanfaat dan juga bisa dipakai untuk berbisnis pokonya sangat bagus , good joob🤩👍👍",2026-02-17 23:08:56
aziz Khoirul mustofa,1,"oi, kalo buat apk jangan banyak peraturan nya lah, masa dikit"" kena pelanggaran, padahal gua ga ngomong kasar dan dll, mana streak gw dah banyak, gabisa ngirim pesan, aduhhh payah",2026-02-17 23:05:38
Aiyyub333 Bandaaceh,5,🤗🤗,2026-02-17 23:05:28
Toni Opoy,1,knpa tiktok ga bisa liat tmn sedang live di kontak masuk notifikasi,2026-02-17 23:02:09
weedee 401,1,BARESKRIM MABES POLRI.. TIKTOK SEKARANG KERJASAMA DENGAN SITUS JUDOL !!! MOHON DIPROSES JUDOL DI TIKTOK !!! IKLAN ISINYA JUDOL SEMUA DITIKTOK..,2026-02-17 23:00:13
WANGLING H12H13,5,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,2026-02-17 22:58:27
Eka Wahyu,3,gatau akhir akhir ini suka keluar sendiri dari aplikasinya,2026-02-17 22:55:16
Lestari Aza,1,selalu ngelag dan tidak menanggapi,2026-02-17 22:55:03
Muhammad Mirza,5,"Tolong ini kenapa punya gua ga bisa melihat profile orang-orang yang gw follow, ga bisa di pencet profile daftar orang-orang yang gua follow, tolong di apakan dulu itu biar ga apa kali",2026-02-17 22:54:51
Sri,1,sumpah gkk bagus bgtt nih tiktok,2026-02-17 22:49:43
Chenry julian Mangera,5,Tolong developer tiktok nya di perbaiki Jangan ngelag sama jangan sampai hp saya mati tolong di perbaiki ya,2026-02-17 22:47:22
Rafi Wifa,2,"tiba"" akun aku kenak pl padahal gak ngapain ngapain",2026-02-17 22:47:22
Aditya Prayoga,5,min mana potongan harga,2026-02-17 22:45:41
cipto 3711,5,sangata bagus tapi kenapa akunku tidak bisa merubah foto ya malah harus menggunakan kamera sendiri baru bisa?? aku. sudah update tetapi sama saja,2026-02-17 22:45:28
Abdurrorrr yoi,5,bagus,2026-02-17 22:43:03
jafar japot,2,ngelag,2026-02-17 22:40:27
Music n Lyric,1,"tiktok konyol, aturan gak jelas, sekarang malah makin ribet",2026-02-17 22:38:48
Rinda seviyanti,5,bagus dan bisa terhibur,2026-02-17 22:33:54
Muhammad Harun,5,keren mamfaat,2026-02-17 22:33:35
Windisahira12 Sahiraazhar,1,download nya lama,2026-02-17 22:32:42
keylaa,5,bagus,2026-02-17 22:32:28
Azura38 Ibzura,5,dah bagus tapi klok dah ada event mesti pilih kasih gak semua yang punya tiktok bisa contohnya sekarang potongan harga,2026-02-17 22:31:44
Jihan Jihan2345,1,"suka bikin story sendiri, tiba tiba banget semaunya apk nya sumpaa yaa, kadang yang ada di draft di bikin story, bikin malu bgt plss, apk nya kok gini ya??",2026-02-17 22:28:47
Kayim Min29,5,sangat berguna bagi kreator dan yang mempunyai bakat di media sosial,2026-02-17 22:27:15
Rere Sianturi,1,"gk bagus ada lag nya klo buat filter malah nge-stuck atau gk bisa gerak udah diulang ulang, ada suaranya walaupun udah kelar dari tiktok. sangat resah gk sukaa",2026-02-17 22:27:05
Charlotte Yuá,5,apk nya g baik bisa gigit org pake kaki,2026-02-17 22:26:13
Abdull Dudu,1,apk nya jadi sarang judol jadi MLS buat bukak tiktok lagi,2026-02-17 22:25:40
ILHAM ULLAH,5,Merasa terhibur dan saya sangat suka dan puas berita informasi dan mendapatkan wawasan yang lebih besar. cuma akunya live konten tidak terlalu percaya diri hehe🙏😁,2026-02-17 22:25:39
Aisyah Rini,2,"Saya sudah bertahun-tahun menggunakan apk ini dan saya selalu update apabila ada pembaruan apk,tapi kali ini saya semakin bingung karena semakin saya sering update semakin ngebug dan error apk nya, seperti yang saya alami saat ini,saat saya masuk ke apk tak berselang lama beberapa detik otomatis terkeluar dari apk,kalau 1 atau sampe 3 kali masih dalam batas wajar,tapi ini terlalu sering saat saya ingin scroll,post,dan lainnya,tolong diatasi bug nya yah,terimakasih 🙏🙏",2026-02-17 22:23:31
Arsyi Yusuf rahmat,2,"maaf min, toko tiktok shop udah ad tapi gak bisa beli d batasi umur padahal yang biasa beli pesan itu ibuku umurnya 45th, gimana dong min jadi gak bisa beli d tiktok shop, tolong d perbaiki..... trimakasih 🙏",2026-02-17 22:23:01
Imma Mhdhar,5,"aplikasi yang bagus buat nyari referensi apapun itu, good tiktok 😁",2026-02-17 22:21:30
Selena Lena,5,𝘀𝗲𝗿𝘂 𝗸𝗲𝘁𝗶𝗸𝗮 𝗯𝗼𝘀𝗲𝗻,2026-02-17 22:20:38
Dirwan Dirwan,5,bagus,2026-02-17 22:20:10
Adji Prasojo,5,sangat bagus,2026-02-17 22:19:02
Kanti Kanti,5,tolong untuk tiktok bug nya di kurangin☺ tapi apk nya bagus 👍,2026-02-17 22:17:29
Nazria Syaa,5,"tolong tiktok ini kenapa ya kan waktu saya buka aplikasi nya ko gabisa terus aja muncul ""coba lagi"" padahal wifi lancar terus pas udah di bersihin cache masih tetap terus nyoba login di akun yang lain ga bisa,saya juga udah coba uninstall terus download lagi sampe udah tiga kali tapi malah susah login udah bikin akun baru juga tetep susah pas udah bisa login tampilan nya jadi tampilan yang lama terus ga ada tiktok shop nya udah di update juga tetap ga muncul",2026-02-17 22:17:20
Armani Fitri,5,bagus,2026-02-17 22:17:00
Elmo Armagan,5,Sangat bagus,2026-02-17 22:16:56
Pramadyo Hadi,4,tak dpt di buka,2026-02-17 22:14:44
Hp Tolol,1,udah gak kaya dulu,2026-02-17 22:12:44
Marsidi Marsidi,4,ok,2026-02-17 22:12:02
meyilani putri,5,apk bagus,2026-02-17 22:11:20
Asep Satrya,5,ok,2026-02-17 22:10:14
Ary Anto,2,apa apaan bjir mau daftar kirim kode gak ada2,2026-02-17 22:09:43
Tariq Lambert,1,"banyaj orang jadinya standart tikrok, dan tempat perselingkuhan, hapus ini apk",2026-02-17 22:08:57
Maryanto Maryanto,5,puas dan menghibur,2026-02-17 22:08:42
Dewina Inha,1,udah lm oke ini aplikasi tpi akhir² ini selalu bikin jengkel selalu keluar terus apknya jga ngeleg sistem TDK menanggapi,2026-02-17 22:08:17
Julio Aliahkenzo,1,byk anak anak yang gajelas,2026-02-17 22:08:12
Samad 77,4,ok,2026-02-17 22:07:41
tito Prasetyo,5,Sangat Bagus sekali,2026-02-17 22:06:40
Qory Assegaf,1,lelet banget,2026-02-17 22:06:14
Alityaa Khasanah,3,"ini aplikasi saya apresiasi sangat bagus dan berguna banget, namun saya itu user tiktok yang sering copot papang karna kadang ga ke pakai, ketika saya download lagi selalu saja ada bug, misalnya yang saya alami hari ini nyaitu ketika saya download dan mau bikin vidio tiktok, tampilannya itu seperti tiktok lite padahal saya download nya tiktok biasa, dan beberapa alat seperti untuk mengedit vidio di tiktok itu iuga ilang dan bentuk foto di tiktoknya juga kotak tidak seperti biasanya.",2026-02-17 22:06:11
Kamila Billah,4,gak bisa di buka knp ya?,2026-02-17 22:06:02
Hidarman Man,5,memuaskan apl tiktok,2026-02-17 22:05:37
Keyla Setyawan,1,"sebenernya bgs tpi update nya susah, memo penuh trs pdhl udh dibersihin",2026-02-17 22:05:17
Adveria Onecaina,3,aplikasinya bagus banget tapi klo buat akun tuh kayak susah banget gitu jadi kali ini aku kasih Bintan 3 dulu,2026-02-17 22:04:38
Muti'ah hanifatur rohmah,1,"sekarang ada event 100 perak tapi di akun tik tok saya tidak ada eventnya, sedangkan punya orang lain ada event nya dari babak 1 2 dan sekarang pun babak 3, sedangkan di akun saya tidak ada event 100 perak sama sekali dari awal babak 1 babak 2 sampai sekarang pun babak 3 gak muncul di akun saya. wahhhhhh parah gak adil tauuuu gimana si official nya kalau ngadain event tuh harus rataa adil nya 😤😤😤 event potong harga nya tidak muncul di akun saya tik tok shop",2026-02-17 22:02:09
Kacer Hitam,1,"knp tiba tiba tiba aplikasi tiktok sy ayg sudah berjalan eror, dan tiba tiba tidak memenuhi syarat apa mkas nya..tgl lahir yg sya masukan sudah benar namun tiktok Mlah menolak dan Tidka dapat mlihat stori ataupun vdio yg sudah sya upload. ??whay",2026-02-17 22:00:57
Rikzx Indo bola45,5,APLIKASI INI JUGA BISA MEMBUAT KITA BAHAGIA,2026-02-17 22:00:26
Sask Tulen,5,Oke,2026-02-17 21:59:16
z 7,4,我用TikTok，它经常自动退出，因为应用太占资源了。虽然它和Facebook很像，数据也差不多，但TikTok占用资源特别多。请重新优化一下，让它像Facebook那样轻量级。或许可以重新优化，增加一些更完善的功能，因为TikTok经常自动退出，而且运行卡顿，非常烦人。,2026-02-17 21:57:46
yanz bule,5,mantap,2026-02-17 21:52:39
Mutmainna Iin,2,tiba ada notif hrs daftar ulang soal umur tdk sesuai pdhl sya dah umur 35,2026-02-17 21:49:55
PokerFace,1,"min tiktok punya ku error sejak kemarin error nya bisa melihat video tapi tidak bisa membaca komentar. sudah banyak cara dilakukan tetapi tidak berhasil dan kalau mau buka apapun pasti akan loading dan ujung ujungnya t""idak ada internet"". tolong min di benarkan",2026-02-17 21:49:47
Reysha Zha,5,bagus tapi bisa di hek orang ak,2026-02-17 21:49:41
Arieff Khoy,1,tiktok tidak jelas tiba-tiba pesan langsung di hapus padahal belum pernah nge DM orang masa tiba tiba pelanggaran,2026-02-17 21:47:16
Asman Maccateach,5,mantap,2026-02-17 21:47:14
adalahpokonya,5,bagus banget,2026-02-17 21:46:55
Alpa Strike,2,assalamu'alaikum maaf tolong developer tiktok kurangin mb aplikasi nya kasian yg HP nya ram2,2026-02-17 21:46:50
Khalif Alip,5,Baik,2026-02-17 21:44:40
yuansang_id ❷⓿⓿⓿,5,lah tiba-tiba ke uninstall sendiri,2026-02-17 21:43:29
Uncle Harry,1,"halah.. komentar gua biasa aja, tapi di hapus mulu. yang laen komen yang sama juga gak tapi di hapus🤣🤣",2026-02-17 21:41:57
Fortz FortzXZ,5,bagus👍,2026-02-17 21:41:09
Juanda putra,2,"KENAPA AKUN TIKTOK SAYA GABISA NGECHAT TEMAN SAYA, GABISA GIFT, KALAU SAYA CHAT ORANG YANG NGE LIVE, GA MUNCUL PESAN SAYA. PADAHAL UDAH UMUR 18 TAHUN, UDAH FOTO KTP TETAP GABISA",2026-02-17 21:41:08
Chalishakinanti,5,Sangat bagus,2026-02-17 21:39:59
Raja salman,5,luar biasa menguntungkan dan bisa membatu kehidupan untuk merubah ke hidupan,2026-02-17 21:38:26
Sumedi Asbiantoro,5,vidio nya bagus dan fyp tapi aku pengen fyp tapi gak bisa 😭,2026-02-17 21:38:07
Susi Susanti,5,tiko ini bagus dan bikin penasaran,2026-02-17 21:35:45
Eliza Eliza,5,aku suka menggunakan TikTok,2026-02-17 21:35:03
assyfa Aura,5,seru bgttt pokoknya,2026-02-17 21:34:39
Juwita 04,1,"tolong di perbaiki , kenapa selalu kluar sendiri",2026-02-17 21:32:49
Herlina Saputri,1,sakit hati tau kalo tiba tiba akun ilang,2026-02-17 21:32:33
nia punyaaalip,5,"bagus, tapi suka bug keluar keluar sendiri dari aplikasi, terus juga kalau di buka ga muncul vido cuma logo tiktok nya doang",2026-02-17 21:32:07
OhMyBryzz,1,"tolong lah tiktok, kenapa fitur sosial seperti buka komentar setiap video yg lewat di fyp, chat orang, liat history tontonan, like, favorite, repost, dll itu loading terus, tapi pas nonton video yg fyp malah lancar gitu, selain yg nonton video doang malah ngelag banget gitu, padahal sinyal lancar lancar aja, saya buka Ig,yt,fb dan platform sosmed lainnya malah lancar, cuma tiktok doang nih yang bermasalah, tolong segera perbaiki bugnya, saya sangat kesal sekali sama tiktok ini",2026-02-17 21:31:48
Canda Canda,5,sangat baguss,2026-02-17 21:30:48
mutiara.yuanita 06,4,tidak ada logo potong harga nya/event 100 perak,2026-02-17 21:30:46
Laras Laras,2,lag,2026-02-17 21:29:17
Siska Siska,5,aplikasi ini membuat saya merasa nyaman,2026-02-17 21:29:01
Supono Pono,5,Sangat bagus,2026-02-17 21:27:08
Eka Putra,4,minta uodate trs,2026-02-17 21:25:14
Dim Dimas,5,Bagus banget ni aplikasi buat ngehiburr,2026-02-17 21:24:52
jayusmanaja,1,"inii kenapaa yaaa tt aku ngebug terusss gabisa bukan komennn,bikin tt padhl wifi lancarrr",2026-02-17 21:22:18
Kristina Sipayung,3,Kok aplikasi nya ga bisa di bukaaa 🙁,2026-02-17 21:22:09
edi,1,sangat mengganggu iklan nya,2026-02-17 21:21:30
Siduhu Zagoto,5,Terimakasih,2026-02-17 21:21:13
Amel Mel,5,tiktok aku suka ngeleg apalagi baru beberapa menit pakai tiba tiba keluar dari tiktok,2026-02-17 21:20:50
Nazal Irzamega,1,jelek karena ada alat kesejahteraan gak bisa di matikan bukanya nambah sejahtera Malah nambah emosi,2026-02-17 21:19:49
Berlian ARZK,5,bagus buat hiburan,2026-02-17 21:16:40
Bima farel,4,apik cuy,2026-02-17 21:15:45
Adi Setia,5,kok bisa ga ada potongan harga nya ya di saya?,2026-02-17 21:14:00
Qirana Nurul,1,iniiii aplikasi bagus banget tapiii di akuu nya kok gak ada postingan ulang yaaa udah ku otak atik jugaa tetep ajaa gak adaaaa☹️💔,2026-02-17 21:12:21
Ridho Akun bisnis,2,maaf ya min aku kasih bintang 2 soalnya akun ku kena spam like,2026-02-17 21:11:46
Fendi,1,tidak bisa di upgrade,2026-02-17 21:11:16
Abdul Basith,5,bagus,2026-02-17 21:10:34
Rudi Yansah,1,wah canggih sekali😆,2026-02-17 21:10:25
ali man,5,sangat bagus dan bisa cari teman yang beda kota,2026-02-17 21:07:28
Apria Putra,5,agak enakan scrol tiktok akun aku gak bisa lihat yang aku posting gimana ini mohon di balas,2026-02-17 21:07:06
Mex Lim,5,terbaik,2026-02-17 21:06:42
Aulia Naura,3,"Kenapa semenjak diperbarui tiktok agak lemot, padahal jaringan bagus, dipakai di semua sosmed bisa dan lancar. Tetapi kenapa di tiktok bertuliskan ""tidak ada internet"" sudah coba uninstall lalu Install tapi tetap sama. Tidak bisa buka komentar selama 2 hari, padahal jaringan bagus, mohon untuk tiktok segera diperbaiki kembali. Terimakasih 🙏🏻",2026-02-17 21:06:19
Fatir,5,Bagus nih buat orang yang nganggur,2026-02-17 21:03:12
Dika Andika,5,saya bantu cek ya kak mengurangi kenyamanannya,2026-02-17 21:02:47
Fauzia Jamilah,3,susah daftar akun,2026-02-17 21:02:06
Yulia Oficial,5,bagus memuaskan CMN buat Pitur terbaru nya GK muncul di aku,2026-02-17 21:01:25
Peles kogoya,1,fitur belum bisa keluar live pengikut banyak tapi live gak muncul ini,2026-02-17 21:01:21
Deka Badai,5,"terlalu mudah untuk jadi afiliator, bermodal 600 fiolower bisa ber keranjang kuning. maka banyak afiliator, kalau semua pengguna yang folowernya diatas 600 bisa jadi afiliator, lalu siapa yang jadi pembeli? semestinya ada kriteria tertentu supaya lebih di seleksi lagi akun mana yang bisa jadi afiliator, misal dengan cara seleksi jawab pertanyaan kuis pertamyaan wawasan dan ilmu pengetahuan umum",2026-02-17 21:01:11
shaiiel 4i,2,"kdg sk bgt ya ngelag pas lg scroll tiktok, pdhl game lain jaringannya bagus, scroll apk lain jg bagus, cuman ni apk doang yg lag, gw pengguna wifi of course yg make bukan cmn gw, saudara gw pke buat scroll tik tok,bgus bagus aja, knpa dah hp gw doang yg tiktoknya lag, tlg kasi solusi y tiktok klau emg prgkat gw aja yg lag,ksi bntang sgni dlu y,kalau ad solusi gw naikkin ratingnya, thank you for giving the best",2026-02-17 21:01:09
Dedek Kustiawan,5,trimaasih,2026-02-17 20:59:12
Jakarta Barat,1,"sumpah kali ini tiktok ngeselin banget, aku lagi bahas masalalu pas masi sd karena aku ngebahas jaman jaman sd sama temanku, langsung kena batasan usia, terus disuruh verifikasi umur pakai ktp, dan aku sudah di verif pakai ktp tapi cuma dikasi 3 kali kesempatan, dan ketiganya gagal semua, akhirnya umurku jadi dibawah umur dan fitur chat dihilangkan, strike tiktok jadi mati dan komen vt hilang, sumpah ga lucu. tolong ai fotonya diperbaiki untuk detek fotonya dan kasi kesempatan foto lagi.",2026-02-17 20:59:10
Ramilah Ntx,1,gk bisa di download,2026-02-17 20:58:15
Arjunawardani Wardani,5,Mohon iklan di hapus,2026-02-17 20:56:28
aqila nurailin,5,semoga bermanfaat,2026-02-17 20:56:08
Dani Ujng,1,"sangat kecewa dengan pihak tiktok,,kenpaa event potong harga saya di hilangkan padahal saya sudah menyelesaikan,,malah ilang begitu saja,,percuma perjuangan saya untuk event tersebut",2026-02-17 20:56:01
Kayla Putri,2,ini tiktok kenapa yaa setiap saya lihat komentar tuh nggak bisa terus ada tulisan ngga ada internet sama ngga bisa liat akun orang dan akun sendiri karena loading Mulu padahal Wifi-nya lancar,2026-02-17 20:55:10
Santi Lestari,4,seru tapi sekarang banyak aturan nya agak kurang gitu,2026-02-17 20:53:04
YouToo Channel,1,di update baru ini kalo LG livestreaming di tiktok kita dari penonton game patah patah sebelum updatean yg baru ini nya normal. tolong segera diperbaiki ya tiktok. nanti kalo sudah normal bintangnya aku tambah terimakasih,2026-02-17 20:52:52
Rivaldi Valdi,4,sangat seru,2026-02-17 20:51:41
kairynn,4,"aplikasinya sih bagus banget. bisa berkenalan dengan semua orang, tetapi aku itu gak suka banget sama bug atau semacam gangguan di tiktok seperti layar video tiktok tiba tiba hitam padahal itu di tempat terang, jumlam pengikut, suka, dan mengikuti tidak akurat, aku sudah coba beberapa cara buat memulihkan tetapi tetap saja hasilnya seperti itu. Mohon segara di perbaiki",2026-02-17 20:46:22
Tasya Ramadhani,1,aplikasi sangat bagus tapi sayangnya saya belanja tidak pernah sampai ke saya,2026-02-17 20:44:34
Indah Merana,5,ok,2026-02-17 20:43:09
Alam Alam,5,apkasli ini bagus,2026-02-17 20:42:18
Amel lia,1,"ajg ajg, susah di download padahal penyimpanan udah di sisain 1gb lebih, malah gabisa ajh lah",2026-02-17 20:41:09
Rifca Icha,3,kenapa harus pembelian aplikasih aneh kata saya mah,2026-02-17 20:41:07
yellow,4,saya suka aplikasi ini tapi kok aku sekarang GK bisa download ulng ya,2026-02-17 20:38:24
super nova,5,"ini tiktok gw kenapa ga bisa buka koment, profil sama favorit dah🗿",2026-02-17 20:37:59
Neysa,2,"kenapa ya tiktok saya ga bisa buka komen, trus tdi saya instal dan download lagi masi sama padahal jaringan saya bagus, saya blum login loh padahal tiba-tiba suda login, aneh banget, burik bngt tiktok, bikin maless, perusak mood bngtt, tolong dongg aduhh. saya scroll jdi nya ga nyaman nihh gmn si gajelas banget, W PENGEN SCROLL KAYA BIASANYA PLIS ANTI LAG LAG, mana klo pake wifi ga bisa buka komentar dan yg lain, sedangkan pake kuota bisa bisa aja hadeh padahal jaringan wifi saya ga bermasalah.",2026-02-17 20:36:15
Marten Mangando,5,💯🇲🇨,2026-02-17 20:33:40
Humaira Ahmad,2,kok nggak bisa di perangkat gue,2026-02-17 20:31:47
I KOMANG BAGUS RAI SUWARJANA,1,jelek,2026-02-17 20:31:38
Dudi Permana,5,mantap buat hiburan,2026-02-17 20:30:32
Muhamad Irwansah,2,kembali sendiri pas live,2026-02-17 20:27:27
MOH KHOLIL,4,bagus,2026-02-17 20:23:21
Darmawan Wawan,4,Lumayan lama tapi bisa di tunggudan tidak terlalu lempy,2026-02-17 20:22:40
Nijah Nasution,5,kadang agak di bikin kecewa,2026-02-17 20:21:01
Mahyudin,5,bagus,2026-02-17 20:20:41
Budak angon Budak,3,ko tiktok sekarang gabisa buka komen DA bukan postingan ulang vidio ko sekarang jadi gini bug atau apa ini,2026-02-17 20:20:29
Cahwedok Cahwedok123,5,bagus,2026-02-17 20:19:09
Ulfa Aljuamaita,1,tolong kembalikan fitur riwayat kunjungan profile nyaaa ya,2026-02-17 20:17:32
ghiska metta alfianti,1,"ini kenapa si tiktok tiba tiba bgt ngelag padahal jaringannya lancar, tolong perbaiki dong.",2026-02-17 20:15:31
Zai Ahmad,5,bagus,2026-02-17 20:11:35
Aisyah Avril Azzarah Azzahra,5,bagus,2026-02-17 20:10:29
Muhamad Faris,1,"gimana ini, tiktok saya eror tidak bisa memunculkan komentar padahal jaringan bagus tapi terdeteksi kalo saya tidak ada jaringan, dan tidak bisa mengirim laporan lewat aplikasi karena jaringan saya tidak terdeteksi padahal jaringan saya lancar dan tidak ilegal",2026-02-17 20:09:46
Zahira Dini,5,"hai min,apk bagus ak suka tambahin fituurr tanggal,tahun min di posting ulangan sama like kaya hari ini,kemaren, Minggu lalu,bulan lalu,paling lama pls min pengin liat"" postingan ulang,like yang duluu bangett kita liatt pastii membantu bangett😭",2026-02-17 20:09:02
Jaka Tingkir,5,mantap,2026-02-17 20:08:23
Asiyah,1,"ngeselin, lama bgt ga muncul fitur potongan harga",2026-02-17 20:07:00
Aisha05 Alina Rahman,5,seru,2026-02-17 20:06:23
Dian Rahma,5,ahhh tiktok ga adil masa temen temen aku ada fitur potong harganya tapi aku g ada,2026-02-17 20:05:19
DARREN DAVI,5,bagus 👍,2026-02-17 20:04:36
Restu Putra Pratama,1,Ko iso,2026-02-17 20:04:21
Edward Adam Taruna,2,"Akun diretas tiba"" ga bisa digunakan. Tidak ada jaringan internet. Keamanan tiktok tidak menjamin. Makin parah. Harus diviralkan bahaya ini.",2026-02-17 20:03:42
Galang Romadhon,5,top 1,2026-02-17 20:02:11
Muhammad Azwar,1,"akun saya di band, padahal ga ngelakuin apa"" nick nya avary",2026-02-17 20:00:15
Umi Kulsum,3,aplikasi nya bagus tapi suka lag padahal memori Ku ruang nya banyak terus baru buka tik tok udah lag bagus cuma lag,2026-02-17 19:56:46
nuraini fauziah,4,kok tiktok saya ga ada toko nya sih,2026-02-17 19:56:13
seputra 321,5,tiktok video shopee ini emang luar biasa dari tiktok yang lain lebih canggih lagi untuk dipakai sendiri,2026-02-17 19:54:38
ar_medchannel,2,knapa di apk saya blom muncul fitur paylater nya ..padahal saya transaksi mulu,2026-02-17 19:52:49
Ronaldo Silalahi,5,aplikasi keren,2026-02-17 19:52:09
Saparuzx,1,Ada bug link produk tak bisa di tambahkan,2026-02-17 19:51:33
MUHAMMAD Fathan,3,banyak bug,2026-02-17 19:50:46
Magnum Max,5,baik,2026-02-17 19:50:12
Nor Hemah,5,oke bro,2026-02-17 19:50:05
Jagoan Kaberangan (Jagoan kaberangan),5,sangat baik,2026-02-17 19:48:37
kayla Jofita,2,tolong fitur tata letak nya ada yang bisa ada yang ga bisa,2026-02-17 19:48:28
Siti Aisah,3,apk nya bagusss bangett tapii sayang nya ini terlalu banyak mb nya,2026-02-17 19:47:37
M Qubais Baba,5,bagus.,2026-02-17 19:45:29
